MFK3006 Log 1,TIME,m/s,°C
97,04:27:25,0.62,26
98,04:27:26,0.62,26.01
99,04:27:27,0.51,26.01
100,04:27:28,0.53,26.02
101,04:27:29,0.55,26.02
102,04:27:30,0.64,26.02
103,04:27:31,0.52,26.03
104,04:27:32,0.61,26.01
105,04:27:33,0.57,26.02
106,04:27:34,0.68,26
107,04:27:35,0.61,25.99
108,04:27:36,0.63,26
109,04:27:37,0.57,26
110,04:27:38,0.6,26
111,04:27:39,0.67,26.02
112,04:27:40,0.53,26
113,04:27:41,0.54,26
114,04:27:42,0.65,25.98
115,04:27:43,0.55,25.99
116,04:27:44,0.67,26
117,04:27:45,0.65,26
118,04:27:46,0.64,26
119,04:27:47,0.6,26.01
120,04:27:48,0.55,25.97
MFK3006 Log 42,TIME,m/s,°C
1,04:28:36,0.1,26.25
2,04:28:37,0.11,26.26
3,04:28:38,0.15,26.27
4,04:28:39,0.1,26.29
5,04:28:40,0.12,26.29
6,04:28:41,0.11,26.28
7,04:28:42,0.1,26.3
8,04:28:43,0.13,26.32
9,04:28:44,0.15,26.32
10,04:28:45,0.08,26.3
11,04:28:46,0.13,26.3
12,04:28:47,0.15,26.32
13,04:28:48,0.12,26.32
14,04:28:49,0.12,26.3
15,04:28:50,0.13,26.3
16,04:28:51,0.16,26.3
17,04:28:52,0.13,26.31
18,04:28:53,0.16,26.32
19,04:28:54,0.17,26.33
20,04:28:55,0.16,26.32
21,04:28:56,0.14,26.33
22,04:28:57,0.14,26.33
23,04:28:58,0.14,26.33
24,04:28:59,0.13,26.34
25,04:29:00,0.14,26.34
26,04:29:01,0.12,26.35
27,04:29:02,0.14,26.35
28,04:29:03,0.08,26.37
29,04:29:04,0.11,26.35
30,04:29:05,0.12,26.36
31,04:29:06,0.11,26.4
32,04:29:07,0.12,26.4
33,04:29:08,0.1,26.39
34,04:29:09,0.14,26.41
35,04:29:10,0.12,26.39
36,04:29:11,0.12,26.39
37,04:29:12,0.1,26.41
38,04:29:13,0.14,26.41
39,04:29:14,0.12,26.41
40,04:29:15,0.11,26.39
41,04:29:16,0.12,26.41
42,04:29:17,0.08,26.41
43,04:29:18,0.13,26.4
44,04:29:19,0.09,26.41
45,04:29:20,0.11,26.41
46,04:29:21,0.06,26.44
47,04:29:22,0.09,26.44
48,04:29:23,0.05,26.44
49,04:29:24,0.11,26.44
50,04:29:25,0.14,26.41
51,04:29:26,0.08,26.4
52,04:29:27,0.11,26.42
53,04:29:28,0.08,26.43
54,04:29:29,0.08,26.46
55,04:29:30,0.12,26.44
56,04:29:31,0.08,26.45
57,04:29:32,0.1,26.43
58,04:29:33,0.04,26.44
59,04:29:34,0.09,26.42
60,04:29:35,0.07,26.46
61,04:29:36,0.07,26.45
62,04:29:37,0.08,26.48
63,04:29:38,0.07,26.5
64,04:29:39,0.08,26.47
65,04:29:40,0.04,26.47
66,04:29:41,0.14,26.45
67,04:29:42,0.06,26.44
68,04:29:43,0.07,26.44
69,04:29:44,0.11,26.45
70,04:29:45,0.09,26.44
71,04:29:46,0.07,26.44
72,04:29:47,0.05,26.47
73,04:29:48,0.05,26.45
74,04:29:49,0.05,26.45
75,04:29:50,0.06,26.44
76,04:29:51,0.08,26.45
77,04:29:52,0.1,26.45
78,04:29:53,0.05,26.44
79,04:29:54,0.13,26.42
80,04:29:55,0.07,26.44
81,04:29:56,0.12,26.42
82,04:29:57,0.08,26.46
83,04:29:58,0.08,26.47
84,04:29:59,0.07,26.47
85,04:30:00,0.05,26.47
86,04:30:01,0.04,26.47
87,04:30:02,0.07,26.45
88,04:30:03,0.07,26.46
89,04:30:04,0.08,26.47
90,04:30:05,0.12,26.46
91,04:30:06,0.09,26.46
92,04:30:07,0.1,26.46
93,04:30:08,0.06,26.47
94,04:30:09,0.1,26.45
95,04:30:10,0.05,26.47
96,04:30:11,0.09,26.5
97,04:30:12,0.1,26.5
98,04:30:13,0.13,26.5
99,04:30:14,0.11,26.49
100,04:30:15,0.11,26.47
101,04:30:16,0.05,26.47
102,04:30:17,0.05,26.47
103,04:30:18,0.1,26.49
104,04:30:19,0.09,26.47
105,04:30:20,0.08,26.46
106,04:30:21,0.13,26.49
107,04:30:22,0.09,26.51
108,04:30:23,0.1,26.48
109,04:30:24,0.15,26.48
110,04:30:25,0.15,26.44
111,04:30:26,0.1,26.42
112,04:30:27,0.13,26.44
113,04:30:28,0.11,26.45
114,04:30:29,0.13,26.44
115,04:30:30,0.11,26.43
116,04:30:31,0.13,26.45
117,04:30:32,0.11,26.42
118,04:30:33,0.1,26.44
119,04:30:34,0.09,26.42
120,04:30:35,0.11,26.44
MFK3006 Log 43,TIME,m/s,°C
1,04:31:00,0.08,26.47
2,04:31:01,0.09,26.45
3,04:31:02,0.14,26.43
4,04:31:03,0.12,26.45
5,04:31:04,0.13,26.46
6,04:31:05,0.14,26.46
7,04:31:06,0.13,26.41
8,04:31:07,0.12,26.4
9,04:31:08,0.14,26.41
10,04:31:09,0.12,26.38
11,04:31:10,0.13,26.41
12,04:31:11,0.14,26.37
13,04:31:12,0.14,26.38
14,04:31:13,0.13,26.41
15,04:31:14,0.13,26.4
16,04:31:15,0.13,26.41
17,04:31:16,0.12,26.39
18,04:31:17,0.11,26.4
19,04:31:18,0.12,26.37
20,04:31:19,0.13,26.41
21,04:31:20,0.12,26.37
22,04:31:21,0.13,26.39
23,04:31:22,0.14,26.4
24,04:31:23,0.11,26.39
25,04:31:24,0.11,26.38
26,04:31:25,0.11,26.39
27,04:31:26,0.12,26.39
28,04:31:27,0.13,26.43
29,04:31:28,0.11,26.41
30,04:31:29,0.13,26.43
31,04:31:30,0.11,26.42
32,04:31:31,0.11,26.43
33,04:31:32,0.1,26.41
34,04:31:33,0.11,26.43
35,04:31:34,0.09,26.43
36,04:31:35,0.06,26.43
37,04:31:36,0.07,26.42
38,04:31:37,0.1,26.41
39,04:31:38,0.12,26.41
40,04:31:39,0.12,26.39
41,04:31:40,0.12,26.4
42,04:31:41,0.12,26.43
43,04:31:42,0.13,26.41
44,04:31:43,0.11,26.4
45,04:31:44,0.12,26.39
46,04:31:45,0.1,26.4
47,04:31:46,0.13,26.42
48,04:31:47,0.07,26.42
49,04:31:48,0.07,26.44
50,04:31:49,0.08,26.43
51,04:31:50,0.13,26.41
52,04:31:51,0.13,26.41
53,04:31:52,0.1,26.41
54,04:31:53,0.12,26.41
55,04:31:54,0.11,26.41
56,04:31:55,0.16,26.4
57,04:31:56,0.13,26.39
58,04:31:57,0.14,26.39
59,04:31:58,0.15,26.39
60,04:31:59,0.15,26.41
61,04:32:00,0.1,26.42
62,04:32:01,0.13,26.4
63,04:32:02,0.15,26.4
64,04:32:03,0.16,26.41
65,04:32:04,0.15,26.4
66,04:32:05,0.14,26.4
67,04:32:06,0.14,26.39
68,04:32:07,0.14,26.4
69,04:32:08,0.13,26.39
70,04:32:09,0.15,26.38
71,04:32:10,0.11,26.39
72,04:32:11,0.12,26.39
73,04:32:12,0.1,26.41
74,04:32:13,0.1,26.39
75,04:32:14,0.12,26.37
76,04:32:15,0.11,26.38
77,04:32:16,0.1,26.38
78,04:32:17,0.08,26.4
79,04:32:18,0.05,26.41
80,04:32:19,0.08,26.4
81,04:32:20,0.1,26.4
82,04:32:21,0.11,26.39
83,04:32:22,0.09,26.4
84,04:32:23,0.12,26.41
85,04:32:24,0.12,26.38
86,04:32:25,0.09,26.39
87,04:32:26,0.08,26.39
88,04:32:27,0.08,26.42
89,04:32:28,0.11,26.41
90,04:32:29,0.1,26.44
91,04:32:30,0.13,26.42
92,04:32:31,0.11,26.42
93,04:32:32,0.1,26.39
94,04:32:33,0.13,26.41
95,04:32:34,0.14,26.39
96,04:32:35,0.13,26.36
97,04:32:36,0.14,26.36
98,04:32:37,0.14,26.35
99,04:32:38,0.14,26.37
100,04:32:39,0.12,26.39
101,04:32:40,0.13,26.36
102,04:32:41,0.12,26.38
103,04:32:42,0.11,26.37
104,04:32:43,0.12,26.36
105,04:32:44,0.12,26.37
106,04:32:45,0.14,26.38
107,04:32:46,0.11,26.34
108,04:32:47,0.1,26.35
109,04:32:48,0.12,26.4
110,04:32:49,0.1,26.38
111,04:32:50,0.1,26.36
112,04:32:51,0.12,26.37
113,04:32:52,0.11,26.34
114,04:32:53,0.04,26.38
115,04:32:54,0.04,26.38
116,04:32:55,0.06,26.37
117,04:32:56,0.09,26.39
118,04:32:57,0.07,26.38
119,04:32:58,0.08,26.38
120,04:32:59,0.08,26.36
MFK3006 Log 44,TIME,m/s,°C
1,04:33:21,0.58,25.74
2,04:33:22,0.52,25.73
3,04:33:23,0.44,25.75
4,04:33:24,0.62,25.72
5,04:33:25,0.61,25.69
6,04:33:26,0.55,25.68
7,04:33:27,0.5,25.67
8,04:33:28,0.57,25.66
9,04:33:29,0.58,25.65
10,04:33:30,0.44,25.65
11,04:33:31,0.5,25.65
12,04:33:32,0.45,25.64
13,04:33:33,0.56,25.63
14,04:33:34,0.54,25.61
15,04:33:35,0.54,25.6
16,04:33:36,0.64,25.58
17,04:33:37,0.47,25.57
18,04:33:38,0.6,25.57
19,04:33:39,0.56,25.55
20,04:33:40,0.56,25.54
21,04:33:41,0.48,25.54
22,04:33:42,0.52,25.55
23,04:33:43,0.44,25.56
24,04:33:44,0.56,25.55
25,04:33:45,0.6,25.52
26,04:33:46,0.49,25.53
27,04:33:47,0.6,25.53
28,04:33:48,0.62,25.52
29,04:33:49,0.58,25.53
30,04:33:50,0.49,25.54
31,04:33:51,0.53,25.53
32,04:33:52,0.45,25.54
33,04:33:53,0.44,25.55
34,04:33:54,0.6,25.55
35,04:33:55,0.57,25.56
36,04:33:56,0.55,25.56
37,04:33:57,0.61,25.56
38,04:33:58,0.62,25.54
39,04:33:59,0.54,25.55
40,04:34:00,0.57,25.54
41,04:34:01,0.64,25.54
42,04:34:02,0.51,25.54
43,04:34:03,0.68,25.55
44,04:34:04,0.59,25.55
45,04:34:05,0.57,25.55
46,04:34:06,0.66,25.53
47,04:34:07,0.56,25.54
48,04:34:08,0.48,25.55
49,04:34:09,0.5,25.54
50,04:34:10,0.57,25.55
51,04:34:11,0.57,25.54
52,04:34:12,0.6,25.53
53,04:34:13,0.5,25.53
54,04:34:14,0.59,25.52
55,04:34:15,0.53,25.52
56,04:34:16,0.54,25.51
57,04:34:17,0.56,25.5
58,04:34:18,0.47,25.51
59,04:34:19,0.4,25.51
60,04:34:20,0.55,25.51
61,04:34:21,0.57,25.49
62,04:34:22,0.63,25.49
63,04:34:23,0.61,25.5
64,04:34:24,0.6,25.49
65,04:34:25,0.47,25.49
66,04:34:26,0.57,25.49
67,04:34:27,0.48,25.49
68,04:34:28,0.5,25.49
69,04:34:29,0.59,25.48
70,04:34:30,0.56,25.49
71,04:34:31,0.63,25.49
72,04:34:32,0.49,25.48
73,04:34:33,0.58,25.48
74,04:34:34,0.58,25.48
75,04:34:35,0.51,25.47
76,04:34:36,0.46,25.47
77,04:34:37,0.59,25.47
78,04:34:38,0.52,25.46
79,04:34:39,0.47,25.46
80,04:34:40,0.48,25.45
81,04:34:41,0.55,25.45
82,04:34:42,0.49,25.45
83,04:34:43,0.53,25.44
84,04:34:44,0.44,25.45
85,04:34:45,0.54,25.45
86,04:34:46,0.6,25.45
87,04:34:47,0.54,25.44
88,04:34:48,0.58,25.44
89,04:34:49,0.59,25.44
90,04:34:50,0.55,25.43
91,04:34:51,0.48,25.42
92,04:34:52,0.52,25.43
93,04:34:53,0.57,25.41
94,04:34:54,0.46,25.41
95,04:34:55,0.61,25.4
96,04:34:56,0.47,25.4
97,04:34:57,0.48,25.41
98,04:34:58,0.6,25.39
99,04:34:59,0.62,25.39
100,04:35:00,0.56,25.38
101,04:35:01,0.48,25.39
102,04:35:02,0.48,25.37
103,04:35:03,0.56,25.36
104,04:35:04,0.65,25.35
105,04:35:05,0.57,25.33
106,04:35:06,0.47,25.32
107,04:35:07,0.53,25.31
108,04:35:08,0.58,25.3
109,04:35:09,0.56,25.29
110,04:35:10,0.54,25.28
111,04:35:11,0.58,25.27
112,04:35:12,0.59,25.25
113,04:35:13,0.52,25.24
114,04:35:14,0.62,25.23
115,04:35:15,0.59,25.22
116,04:35:16,0.43,25.22
117,04:35:17,0.43,25.23
118,04:35:18,0.66,25.21
119,04:35:19,0.4,25.2
120,04:35:20,0.45,25.21
MFK3006 Log 45,TIME,m/s,°C
1,04:36:50,0.6,24.82
2,04:36:51,0.63,24.82
3,04:36:52,0.71,24.8
4,04:36:53,0.7,24.79
5,04:36:54,0.59,24.79
6,04:36:55,0.47,24.8
7,04:36:56,0.67,24.79
8,04:36:57,0.6,24.78
9,04:36:58,0.62,24.77
10,04:36:59,0.67,24.76
11,04:37:00,0.64,24.76
12,04:37:01,0.65,24.76
13,04:37:02,0.44,24.78
14,04:37:03,0.67,24.76
15,04:37:04,0.67,24.75
16,04:37:05,0.63,24.75
17,04:37:06,0.68,24.73
18,04:37:07,0.66,24.73
19,04:37:08,0.61,24.73
20,04:37:09,0.69,24.73
21,04:37:10,0.72,24.71
22,04:37:11,0.71,24.7
23,04:37:12,0.73,24.7
24,04:37:13,0.6,24.69
25,04:37:14,0.59,24.7
26,04:37:15,0.62,24.7
27,04:37:16,0.61,24.69
28,04:37:17,0.68,24.69
29,04:37:18,0.68,24.67
30,04:37:19,0.66,24.66
31,04:37:20,0.67,24.66
32,04:37:21,0.63,24.66
33,04:37:22,0.66,24.66
34,04:37:23,0.68,24.66
35,04:37:24,0.71,24.65
36,04:37:25,0.73,24.64
37,04:37:26,0.68,24.64
38,04:37:27,0.69,24.63
39,04:37:28,0.64,24.63
40,04:37:29,0.67,24.63
41,04:37:30,0.65,24.63
42,04:37:31,0.69,24.62
43,04:37:32,0.68,24.61
44,04:37:33,0.77,24.6
45,04:37:34,0.65,24.61
46,04:37:35,0.6,24.61
47,04:37:36,0.61,24.61
48,04:37:37,0.7,24.6
49,04:37:38,0.62,24.59
50,04:37:39,0.65,24.59
51,04:37:40,0.66,24.59
52,04:37:41,0.66,24.58
53,04:37:42,0.65,24.57
54,04:37:43,0.67,24.57
55,04:37:44,0.67,24.56
56,04:37:45,0.72,24.54
57,04:37:46,0.61,24.55
58,04:37:47,0.59,24.55
59,04:37:48,0.7,24.55
60,04:37:49,0.66,24.55
61,04:37:50,0.57,24.54
62,04:37:51,0.66,24.53
63,04:37:52,0.71,24.52
64,04:37:53,0.64,24.51
65,04:37:54,0.65,24.51
66,04:37:55,0.66,24.51
67,04:37:56,0.65,24.5
68,04:37:57,0.69,24.49
69,04:37:58,0.68,24.49
70,04:37:59,0.66,24.48
71,04:38:00,0.59,24.48
72,04:38:01,0.57,24.49
73,04:38:02,0.69,24.49
74,04:38:03,0.65,24.48
75,04:38:04,0.66,24.48
76,04:38:05,0.65,24.48
77,04:38:06,0.65,24.48
78,04:38:07,0.65,24.46
79,04:38:08,0.65,24.45
80,04:38:09,0.68,24.45
81,04:38:10,0.64,24.44
82,04:38:11,0.57,24.45
83,04:38:12,0.68,24.43
84,04:38:13,0.66,24.43
85,04:38:14,0.7,24.43
86,04:38:15,0.62,24.43
87,04:38:16,0.67,24.42
88,04:38:17,0.66,24.43
89,04:38:18,0.54,24.43
90,04:38:19,0.66,24.41
91,04:38:20,0.63,24.41
92,04:38:21,0.65,24.4
93,04:38:22,0.65,24.39
94,04:38:23,0.66,24.39
95,04:38:24,0.62,24.38
96,04:38:25,0.57,24.38
97,04:38:26,0.58,24.38
98,04:38:27,0.63,24.38
99,04:38:28,0.69,24.37
100,04:38:29,0.62,24.37
101,04:38:30,0.66,24.36
102,04:38:31,0.64,24.36
103,04:38:32,0.62,24.35
104,04:38:33,0.68,24.34
105,04:38:34,0.6,24.35
106,04:38:35,0.62,24.34
107,04:38:36,0.62,24.34
108,04:38:37,0.61,24.34
109,04:38:38,0.73,24.33
110,04:38:39,0.63,24.33
111,04:38:40,0.64,24.33
112,04:38:41,0.6,24.32
113,04:38:42,0.64,24.32
114,04:38:43,0.66,24.32
115,04:38:44,0.5,24.32
116,04:38:45,0.7,24.32
117,04:38:46,0.72,24.31
118,04:38:47,0.7,24.29
119,04:38:48,0.66,24.29
120,04:38:49,0.62,24.3
MFK3006 Log 46,TIME,m/s,°C
1,04:39:54,Error 4,Error 4
2,04:39:55,0.53,24.08
3,04:39:56,0.57,24.06
4,04:39:57,0.61,24.05
5,04:39:58,0.63,24.05
6,04:39:59,0.58,24.04
7,04:40:00,0.52,24.05
8,04:40:01,0.6,24.05
9,04:40:02,0.51,24.04
10,04:40:03,0.55,24.04
11,04:40:04,0.64,24.03
12,04:40:05,0.65,24.02
13,04:40:06,0.65,24.02
14,04:40:07,0.58,24.02
15,04:40:08,0.57,24.02
16,04:40:09,0.59,24.02
17,04:40:10,0.59,24.02
18,04:40:11,0.65,24.01
19,04:40:12,0.72,23.99
20,04:40:13,0.58,23.99
21,04:40:14,0.63,23.99
22,04:40:15,0.58,23.99
23,04:40:16,0.52,24
24,04:40:17,0.55,24
25,04:40:18,0.57,24
26,04:40:19,0.53,24
27,04:40:20,0.5,23.99
28,04:40:21,0.56,23.98
29,04:40:22,0.54,23.98
30,04:40:23,0.56,23.98
31,04:40:24,0.62,23.98
32,04:40:25,0.6,23.98
33,04:40:26,0.54,23.98
34,04:40:27,0.51,23.98
35,04:40:28,0.52,23.97
36,04:40:29,0.61,23.98
37,04:40:30,0.54,23.96
38,04:40:31,0.51,23.97
39,04:40:32,0.55,23.96
40,04:40:33,0.7,23.94
41,04:40:34,0.6,23.94
42,04:40:35,0.6,23.94
43,04:40:36,0.65,23.93
44,04:40:37,0.63,23.93
45,04:40:38,0.66,23.92
46,04:40:39,0.62,23.92
47,04:40:40,0.66,23.92
48,04:40:41,0.64,23.91
49,04:40:42,0.58,23.92
50,04:40:43,0.59,23.92
51,04:40:44,0.57,23.92
52,04:40:45,0.64,23.92
53,04:40:46,0.61,23.91
54,04:40:47,0.53,23.92
55,04:40:48,0.49,23.93
56,04:40:49,0.61,23.91
57,04:40:50,0.65,23.91
58,04:40:51,0.59,23.9
59,04:40:52,0.58,23.91
60,04:40:53,0.62,23.9
61,04:40:54,0.65,23.89
62,04:40:55,0.67,23.88
63,04:40:56,0.66,23.87
64,04:40:57,0.71,23.87
65,04:40:58,0.65,23.86
66,04:40:59,0.62,23.87
67,04:41:00,0.63,23.86
68,04:41:01,0.63,23.86
69,04:41:02,0.5,23.88
70,04:41:03,0.57,23.87
71,04:41:04,0.64,23.87
72,04:41:05,0.61,23.86
73,04:41:06,0.46,23.87
74,04:41:07,0.46,23.89
75,04:41:08,0.61,23.89
76,04:41:09,0.61,23.86
77,04:41:10,0.49,23.87
78,04:41:11,0.47,23.87
79,04:41:12,0.66,23.86
80,04:41:13,0.56,23.85
81,04:41:14,0.52,23.86
82,04:41:15,0.65,23.85
83,04:41:16,0.5,23.85
84,04:41:17,0.62,23.85
85,04:41:18,0.5,23.86
86,04:41:19,0.48,23.86
87,04:41:20,0.57,23.85
88,04:41:21,0.65,23.84
89,04:41:22,0.57,23.84
90,04:41:23,0.56,23.84
91,04:41:24,0.65,23.83
92,04:41:25,0.67,23.82
93,04:41:26,0.63,23.82
94,04:41:27,0.58,23.82
95,04:41:28,0.68,23.81
96,04:41:29,0.59,23.82
97,04:41:30,0.58,23.82
98,04:41:31,0.59,23.81
99,04:41:32,0.55,23.82
100,04:41:33,0.54,23.82
101,04:41:34,0.51,23.82
102,04:41:35,0.65,23.8
103,04:41:36,0.57,23.81
104,04:41:37,0.55,23.81
105,04:41:38,0.57,23.8
106,04:41:39,0.46,23.82
107,04:41:40,0.46,23.81
108,04:41:41,0.64,23.81
109,04:41:42,0.58,23.8
110,04:41:43,0.53,23.8
111,04:41:44,0.56,23.81
112,04:41:45,0.55,23.8
113,04:41:46,0.49,23.8
114,04:41:47,0.55,23.79
115,04:41:48,0.55,23.79
116,04:41:49,0.54,23.79
117,04:41:50,0.62,23.78
118,04:41:51,0.45,23.8
119,04:41:52,0.43,23.81
120,04:41:53,0.53,23.81
MFK3006 Log 47,TIME,m/s,°C
1,04:42:17,0.46,23.87
2,04:42:18,0.5,23.86
3,04:42:19,0.4,23.87
4,04:42:20,0.46,23.87
5,04:42:21,0.49,23.87
6,04:42:22,0.53,23.86
7,04:42:23,0.54,23.86
8,04:42:24,0.57,23.86
9,04:42:25,0.57,23.87
10,04:42:26,0.47,23.86
11,04:42:27,0.48,23.87
12,04:42:28,0.43,23.88
13,04:42:29,0.46,23.89
14,04:42:30,0.38,23.91
15,04:42:31,0.35,23.92
16,04:42:32,0.47,23.92
17,04:42:33,0.45,23.91
18,04:42:34,0.53,23.9
19,04:42:35,0.45,23.91
20,04:42:36,0.49,23.9
21,04:42:37,0.45,23.92
22,04:42:38,0.53,23.91
23,04:42:39,0.47,23.91
24,04:42:40,0.46,23.92
25,04:42:41,0.54,23.92
26,04:42:42,0.53,23.91
27,04:42:43,0.38,23.93
28,04:42:44,0.38,23.93
29,04:42:45,0.52,23.94
30,04:42:46,0.51,23.93
31,04:42:47,0.45,23.94
32,04:42:48,0.54,23.94
33,04:42:49,0.5,23.93
34,04:42:50,0.49,23.92
35,04:42:51,0.44,23.94
36,04:42:52,0.42,23.96
37,04:42:53,0.53,23.96
38,04:42:54,0.53,23.95
39,04:42:55,0.49,23.96
40,04:42:56,0.43,23.96
41,04:42:57,0.39,23.98
42,04:42:58,0.36,23.99
43,04:42:59,0.36,24.01
44,04:43:00,0.44,24
45,04:43:01,0.46,24
46,04:43:02,0.44,24.01
47,04:43:03,0.38,24.01
48,04:43:04,0.49,24
49,04:43:05,0.51,23.99
50,04:43:06,0.57,23.99
51,04:43:07,0.4,24
52,04:43:08,0.4,24.01
53,04:43:09,0.57,23.99
54,04:43:10,0.46,24
55,04:43:11,0.46,24.01
56,04:43:12,0.5,24.02
57,04:43:13,0.48,24.01
58,04:43:14,0.49,24.01
59,04:43:15,0.51,24.02
60,04:43:16,0.49,24.02
61,04:43:17,0.42,24.04
62,04:43:18,0.46,24.03
63,04:43:19,0.4,24.04
64,04:43:20,0.49,24.04
65,04:43:21,0.51,24.05
66,04:43:22,0.51,24.04
67,04:43:23,0.55,24.05
68,04:43:24,0.45,24.05
69,04:43:25,0.5,24.04
70,04:43:26,0.47,24.04
71,04:43:27,0.47,24.05
72,04:43:28,0.5,24.05
73,04:43:29,0.56,24.05
74,04:43:30,0.53,24.05
75,04:43:31,0.49,24.05
76,04:43:32,0.49,24.06
77,04:43:33,0.4,24.07
78,04:43:34,0.44,24.08
79,04:43:35,0.51,24.08
80,04:43:36,0.38,24.09
81,04:43:37,0.43,24.09
82,04:43:38,0.44,24.09
83,04:43:39,0.36,24.1
84,04:43:40,0.34,24.11
85,04:43:41,0.42,24.12
86,04:43:42,0.46,24.12
87,04:43:43,0.51,24.1
88,04:43:44,0.48,24.11
89,04:43:45,0.49,24.11
90,04:43:46,0.59,24.1
91,04:43:47,0.48,24.1
92,04:43:48,0.47,24.11
93,04:43:49,0.51,24.11
94,04:43:50,0.52,24.1
95,04:43:51,0.47,24.11
96,04:43:52,0.52,24.13
97,04:43:53,0.45,24.13
98,04:43:54,0.6,24.12
99,04:43:55,0.55,24.11
100,04:43:56,0.46,24.12
101,04:43:57,0.47,24.13
102,04:43:58,0.37,24.14
103,04:43:59,0.41,24.15
104,04:44:00,0.51,24.14
105,04:44:01,0.42,24.15
106,04:44:02,0.48,24.14
107,04:44:03,0.47,24.16
108,04:44:04,0.57,24.13
109,04:44:05,0.54,24.13
110,04:44:06,0.45,24.15
111,04:44:07,0.52,24.16
112,04:44:08,0.47,24.16
113,04:44:09,0.44,24.18
114,04:44:10,0.42,24.18
115,04:44:11,0.44,24.18
116,04:44:12,0.52,24.16
117,04:44:13,0.4,24.19
118,04:44:14,0.54,24.18
119,04:44:15,0.47,24.18
120,04:44:16,0.53,24.17
MFK3006 Log 48,TIME,m/s,°C
1,04:44:32,0.09,24.58
2,04:44:33,0.07,24.59
3,04:44:34,0.07,24.62
4,04:44:35,0.06,24.64
5,04:44:36,0.05,24.65
6,04:44:37,0.03,24.68
7,04:44:38,0.06,24.69
8,04:44:39,0.04,24.72
9,04:44:40,0.04,24.73
10,04:44:41,0.05,24.74
11,04:44:42,0.05,24.76
12,04:44:43,0.04,24.77
13,04:44:44,0.05,24.79
14,04:44:45,0.06,24.8
15,04:44:46,0.06,24.81
16,04:44:47,0.04,24.83
17,04:44:48,0.04,24.84
18,04:44:49,0.04,24.85
19,04:44:50,0.06,24.86
20,04:44:51,0.05,24.88
21,04:44:52,0.05,24.89
22,04:44:53,0.05,24.9
23,04:44:54,0.06,24.91
24,04:44:55,0.06,24.94
25,04:44:56,0.06,24.94
26,04:44:57,0.05,24.95
27,04:44:58,0.05,24.97
28,04:44:59,0.07,24.97
29,04:45:00,0.07,24.98
30,04:45:01,0.07,24.99
31,04:45:02,0.06,25.01
32,04:45:03,0.06,25.02
33,04:45:04,0.08,25.02
34,04:45:05,0.07,25.04
35,04:45:06,0.06,25.04
36,04:45:07,0.08,25.06
37,04:45:08,0.05,25.07
38,04:45:09,0.06,25.09
39,04:45:10,0.06,25.11
40,04:45:11,0.05,25.12
41,04:45:12,0.03,25.13
42,04:45:13,0.06,25.15
43,04:45:14,0.05,25.15
44,04:45:15,0.04,25.16
45,04:45:16,0.06,25.17
46,04:45:17,0.08,25.18
47,04:45:18,0.07,25.19
48,04:45:19,0.06,25.2
49,04:45:20,0.1,25.22
50,04:45:21,0.06,25.22
51,04:45:22,0.06,25.22
52,04:45:23,0.04,25.24
53,04:45:24,0.06,25.24
54,04:45:25,0.05,25.26
55,04:45:26,0.06,25.27
56,04:45:27,0.06,25.28
57,04:45:28,0.08,25.29
58,04:45:29,0.04,25.28
59,04:45:30,0.08,25.29
60,04:45:31,0.08,25.29
61,04:45:32,0.06,25.32
62,04:45:33,0.04,25.34
63,04:45:34,0.09,25.34
64,04:45:35,0.05,25.36
65,04:45:36,0.05,25.37
66,04:45:37,0.04,25.38
67,04:45:38,0.06,25.39
68,04:45:39,0.08,25.39
69,04:45:40,0.05,25.39
70,04:45:41,0.07,25.4
71,04:45:42,0.07,25.41
72,04:45:43,0.08,25.42
73,04:45:44,0.05,25.42
74,04:45:45,0.07,25.43
75,04:45:46,0.06,25.44
76,04:45:47,0.07,25.44
77,04:45:48,0.07,25.45
78,04:45:49,0.06,25.46
79,04:45:50,0.07,25.47
80,04:45:51,0.06,25.48
81,04:45:52,0.09,25.48
82,04:45:53,0.07,25.49
83,04:45:54,0.05,25.5
84,04:45:55,0.06,25.51
85,04:45:56,0.05,25.52
86,04:45:57,0.05,25.53
87,04:45:58,0.05,25.54
88,04:45:59,0.06,25.54
89,04:46:00,0.05,25.56
90,04:46:01,0.05,25.56
91,04:46:02,0.05,25.57
92,04:46:03,0.05,25.58
93,04:46:04,0.05,25.59
94,04:46:05,0.06,25.59
95,04:46:06,0.05,25.6
96,04:46:07,0.04,25.61
97,04:46:08,0.05,25.62
98,04:46:09,0.07,25.62
99,04:46:10,0.07,25.63
100,04:46:11,0.06,25.64
101,04:46:12,0.05,25.65
102,04:46:13,0.06,25.65
103,04:46:14,0.06,25.66
104,04:46:15,0.06,25.67
105,04:46:16,0.05,25.68
106,04:46:17,0.06,25.69
107,04:46:18,0.04,25.69
108,04:46:19,0.04,25.7
109,04:46:20,0.05,25.7
110,04:46:21,0.04,25.72
111,04:46:22,0.06,25.72
112,04:46:23,0.06,25.73
113,04:46:24,0.07,25.73
114,04:46:25,0.06,25.74
115,04:46:26,0.07,25.74
116,04:46:27,0.06,25.75
117,04:46:28,0.08,25.76
118,04:46:29,0.06,25.77
119,04:46:30,0.04,25.77
120,04:46:31,0.04,25.78
MFK3006 Log 49,TIME,m/s,°C
