MFK3006 Log 1,TIME,m/s,°C
73,04:06:43,0.37,24.83
74,04:06:44,0.38,24.83
75,04:06:45,0.37,24.82
76,04:06:46,0.4,24.82
77,04:06:47,0.43,24.81
78,04:06:48,0.46,24.8
79,04:06:49,0.4,24.8
80,04:06:50,0.47,24.79
81,04:06:51,0.41,24.79
82,04:06:52,0.36,24.8
83,04:06:53,0.42,24.79
84,04:06:54,0.41,24.79
85,04:06:55,0.48,24.78
86,04:06:56,0.48,24.76
87,04:06:57,0.42,24.77
88,04:06:58,0.36,24.78
89,04:06:59,0.35,24.78
90,04:07:00,0.37,24.77
91,04:07:01,0.46,24.77
92,04:07:02,0.42,24.76
93,04:07:03,0.48,24.75
94,04:07:04,0.41,24.75
95,04:07:05,0.49,24.74
96,04:07:06,0.43,24.74
97,04:07:07,0.49,24.74
98,04:07:08,0.43,24.74
99,04:07:09,0.49,24.73
100,04:07:10,0.43,24.72
101,04:07:11,0.47,24.72
102,04:07:12,0.39,24.72
103,04:07:13,0.47,24.71
104,04:07:14,0.51,24.69
105,04:07:15,0.45,24.69
106,04:07:16,0.48,24.7
107,04:07:17,0.49,24.7
108,04:07:18,0.5,24.69
109,04:07:19,0.47,24.69
110,04:07:20,0.41,24.69
111,04:07:21,0.44,24.7
112,04:07:22,0.45,24.69
113,04:07:23,0.48,24.68
114,04:07:24,0.48,24.68
115,04:07:25,0.43,24.68
116,04:07:26,0.46,24.68
117,04:07:27,0.47,24.67
118,04:07:28,0.52,24.66
119,04:07:29,0.4,24.66
120,04:07:30,0.36,24.67
MFK3006 Log 35,TIME,m/s,°C
1,04:07:55,0.45,24.65
2,04:07:56,0.46,24.65
3,04:07:57,0.45,24.65
4,04:07:58,0.42,24.66
5,04:07:59,0.49,24.64
6,04:08:00,0.46,24.64
7,04:08:01,0.44,24.65
8,04:08:02,0.44,24.65
9,04:08:03,0.41,24.65
10,04:08:04,0.45,24.64
11,04:08:05,0.41,24.64
12,04:08:06,0.4,24.64
13,04:08:07,0.41,24.65
14,04:08:08,0.53,24.64
15,04:08:09,0.44,24.64
16,04:08:10,0.44,24.64
17,04:08:11,0.37,24.64
18,04:08:12,0.42,24.64
19,04:08:13,0.46,24.65
20,04:08:14,0.47,24.65
21,04:08:15,0.46,24.64
22,04:08:16,0.5,24.64
23,04:08:17,0.4,24.64
24,04:08:18,0.44,24.65
25,04:08:19,0.5,24.64
26,04:08:20,0.49,24.64
27,04:08:21,0.43,24.65
28,04:08:22,0.43,24.64
29,04:08:23,0.43,24.65
30,04:08:24,0.42,24.65
31,04:08:25,0.41,24.66
32,04:08:26,0.37,24.67
33,04:08:27,0.44,24.67
34,04:08:28,0.42,24.67
35,04:08:29,0.5,24.66
36,04:08:30,0.46,24.66
37,04:08:31,0.47,24.66
38,04:08:32,0.48,24.65
39,04:08:33,0.42,24.65
40,04:08:34,0.44,24.65
41,04:08:35,0.49,24.65
42,04:08:36,0.49,24.64
43,04:08:37,0.49,24.65
44,04:08:38,0.45,24.65
45,04:08:39,0.55,24.65
46,04:08:40,0.46,24.64
47,04:08:41,0.51,24.65
48,04:08:42,0.45,24.65
49,04:08:43,0.51,24.65
50,04:08:44,0.42,24.66
51,04:08:45,0.52,24.66
52,04:08:46,0.43,24.67
53,04:08:47,0.38,24.68
54,04:08:48,0.46,24.68
55,04:08:49,0.48,24.66
56,04:08:50,0.49,24.67
57,04:08:51,0.55,24.67
58,04:08:52,0.42,24.68
59,04:08:53,0.48,24.69
60,04:08:54,0.45,24.68
61,04:08:55,0.46,24.68
62,04:08:56,0.42,24.69
63,04:08:57,0.4,24.7
64,04:08:58,0.49,24.69
65,04:08:59,0.42,24.69
66,04:09:00,0.41,24.7
67,04:09:01,0.41,24.7
68,04:09:02,0.48,24.7
69,04:09:03,0.47,24.71
70,04:09:04,0.42,24.71
71,04:09:05,0.46,24.7
72,04:09:06,0.43,24.7
73,04:09:07,0.48,24.7
74,04:09:08,0.47,24.71
75,04:09:09,0.48,24.7
76,04:09:10,0.38,24.71
77,04:09:11,0.43,24.72
78,04:09:12,0.47,24.71
79,04:09:13,0.43,24.72
80,04:09:14,0.51,24.71
81,04:09:15,0.45,24.72
82,04:09:16,0.43,24.73
83,04:09:17,0.47,24.73
84,04:09:18,0.44,24.74
85,04:09:19,0.5,24.73
86,04:09:20,0.42,24.73
87,04:09:21,0.48,24.74
88,04:09:22,0.5,24.73
89,04:09:23,0.46,24.73
90,04:09:24,0.46,24.73
91,04:09:25,0.48,24.73
92,04:09:26,0.47,24.73
93,04:09:27,0.5,24.72
94,04:09:28,0.43,24.73
95,04:09:29,0.43,24.73
96,04:09:30,0.49,24.73
97,04:09:31,0.41,24.74
98,04:09:32,0.46,24.75
99,04:09:33,0.5,24.75
100,04:09:34,0.44,24.74
101,04:09:35,0.42,24.74
102,04:09:36,0.46,24.75
103,04:09:37,0.5,24.76
104,04:09:38,0.48,24.75
105,04:09:39,0.47,24.75
106,04:09:40,0.53,24.75
107,04:09:41,0.46,24.75
108,04:09:42,0.5,24.75
109,04:09:43,0.47,24.75
110,04:09:44,0.48,24.75
111,04:09:45,0.49,24.76
112,04:09:46,0.43,24.77
113,04:09:47,0.44,24.76
114,04:09:48,0.49,24.76
115,04:09:49,0.39,24.78
116,04:09:50,0.45,24.78
117,04:09:51,0.41,24.78
118,04:09:52,0.45,24.78
119,04:09:53,0.47,24.77
120,04:09:54,0.49,24.78
MFK3006 Log 36,TIME,m/s,°C
1,04:10:13,0.05,25.17
2,04:10:14,0.08,25.19
3,04:10:15,0.1,25.19
4,04:10:16,0.07,25.2
5,04:10:17,0.06,25.21
6,04:10:18,0.07,25.23
7,04:10:19,0.06,25.24
8,04:10:20,0.07,25.25
9,04:10:21,0.09,25.27
10,04:10:22,0.08,25.27
11,04:10:23,0.07,25.28
12,04:10:24,0.09,25.3
13,04:10:25,0.07,25.31
14,04:10:26,0.09,25.32
15,04:10:27,0.07,25.34
16,04:10:28,0.08,25.36
17,04:10:29,0.06,25.37
18,04:10:30,0.06,25.38
19,04:10:31,0.06,25.38
20,04:10:32,0.07,25.4
21,04:10:33,0.07,25.4
22,04:10:34,0.07,25.41
23,04:10:35,0.07,25.42
24,04:10:36,0.06,25.43
25,04:10:37,0.06,25.44
26,04:10:38,0.08,25.45
27,04:10:39,0.14,25.45
28,04:10:40,0.07,25.46
29,04:10:41,0.1,25.48
30,04:10:42,0.1,25.48
31,04:10:43,0.1,25.49
32,04:10:44,0.1,25.5
33,04:10:45,0.08,25.52
34,04:10:46,0.07,25.52
35,04:10:47,0.08,25.54
36,04:10:48,0.08,25.55
37,04:10:49,0.07,25.56
38,04:10:50,0.06,25.58
39,04:10:51,0.06,25.59
40,04:10:52,0.07,25.6
41,04:10:53,0.07,25.6
42,04:10:54,0.09,25.61
43,04:10:55,0.07,25.62
44,04:10:56,0.06,25.63
45,04:10:57,0.08,25.64
46,04:10:58,0.07,25.65
47,04:10:59,0.08,25.66
48,04:11:00,0.09,25.67
49,04:11:01,0.06,25.68
50,04:11:02,0.08,25.71
51,04:11:03,0.15,25.7
52,04:11:04,0.14,25.7
53,04:11:05,0.15,25.71
54,04:11:06,0.1,25.71
55,04:11:07,0.1,25.72
56,04:11:08,0.08,25.74
57,04:11:09,0.08,25.75
58,04:11:10,0.08,25.77
59,04:11:11,0.06,25.79
60,04:11:12,0.06,25.79
61,04:11:13,0.07,25.79
62,04:11:14,0.06,25.81
63,04:11:15,0.08,25.81
64,04:11:16,0.07,25.82
65,04:11:17,0.06,25.83
66,04:11:18,0.07,25.84
67,04:11:19,0.05,25.85
68,04:11:20,0.06,25.86
69,04:11:21,0.06,25.87
70,04:11:22,0.07,25.87
71,04:11:23,0.06,25.87
72,04:11:24,0.08,25.89
73,04:11:25,0.05,25.9
74,04:11:26,0.07,25.91
75,04:11:27,0.07,25.92
76,04:11:28,0.07,25.93
77,04:11:29,0.06,25.94
78,04:11:30,0.06,25.94
79,04:11:31,0.04,25.95
80,04:11:32,0.07,25.95
81,04:11:33,0.1,25.96
82,04:11:34,0.07,25.96
83,04:11:35,0.07,25.98
84,04:11:36,0.06,25.99
85,04:11:37,0.08,26
86,04:11:38,0.05,26.01
87,04:11:39,0.08,26.02
88,04:11:40,0.05,26.02
89,04:11:41,0.06,26.03
90,04:11:42,0.04,26.04
91,04:11:43,0.06,26.05
92,04:11:44,0.05,26.05
93,04:11:45,0.05,26.06
94,04:11:46,0.05,26.06
95,04:11:47,0.06,26.07
96,04:11:48,0.04,26.08
97,04:11:49,0.05,26.08
98,04:11:50,0.09,26.08
99,04:11:51,0.05,26.09
100,04:11:52,0.07,26.1
101,04:11:53,0.06,26.1
102,04:11:54,0.09,26.1
103,04:11:55,0.1,26.1
104,04:11:56,0.06,26.11
105,04:11:57,0.09,26.12
106,04:11:58,0.07,26.12
107,04:11:59,0.05,26.14
108,04:12:00,0.04,26.15
109,04:12:01,0.04,26.16
110,04:12:02,0.08,26.16
111,04:12:03,0.06,26.17
112,04:12:04,0.05,26.17
113,04:12:05,0.1,26.17
114,04:12:06,0.1,26.17
115,04:12:07,0.09,26.17
116,04:12:08,0.07,26.18
117,04:12:09,0.07,26.2
118,04:12:10,0.06,26.2
119,04:12:11,0.06,26.21
120,04:12:12,0.06,26.22
MFK3006 Log 37,TIME,m/s,°C
1,04:13:29,0.11,26.59
2,04:13:30,0.06,26.59
3,04:13:31,0.06,26.61
4,04:13:32,0.1,26.6
5,04:13:33,0.1,26.6
6,04:13:34,0.08,26.6
7,04:13:35,0.07,26.61
8,04:13:36,0.1,26.61
9,04:13:37,0.08,26.61
10,04:13:38,0.07,26.63
11,04:13:39,0.07,26.63
12,04:13:40,0.11,26.64
13,04:13:41,0.11,26.64
14,04:13:42,0.06,26.64
15,04:13:43,0.08,26.65
16,04:13:44,0.1,26.65
17,04:13:45,0.06,26.65
18,04:13:46,0.1,26.65
19,04:13:47,0.07,26.67
20,04:13:48,0.06,26.68
21,04:13:49,0.06,26.68
22,04:13:50,0.05,26.69
23,04:13:51,0.11,26.67
24,04:13:52,0.1,26.69
25,04:13:53,0.07,26.69
26,04:13:54,0.08,26.69
27,04:13:55,0.1,26.69
28,04:13:56,0.08,26.69
29,04:13:57,0.07,26.7
30,04:13:58,0.08,26.7
31,04:13:59,0.09,26.7
32,04:14:00,0.08,26.7
33,04:14:01,0.08,26.71
34,04:14:02,0.07,26.72
35,04:14:03,0.07,26.72
36,04:14:04,0.07,26.73
37,04:14:05,0.1,26.73
38,04:14:06,0.08,26.73
39,04:14:07,0.05,26.74
40,04:14:08,0.09,26.74
41,04:14:09,0.07,26.75
42,04:14:10,0.09,26.75
43,04:14:11,0.07,26.75
44,04:14:12,0.08,26.75
45,04:14:13,0.1,26.75
46,04:14:14,0.08,26.76
47,04:14:15,0.09,26.76
48,04:14:16,0.1,26.77
49,04:14:17,0.08,26.76
50,04:14:18,0.09,26.77
51,04:14:19,0.08,26.77
52,04:14:20,0.1,26.77
53,04:14:21,0.08,26.77
54,04:14:22,0.07,26.78
55,04:14:23,0.09,26.77
56,04:14:24,0.07,26.79
57,04:14:25,0.08,26.79
58,04:14:26,0.09,26.79
59,04:14:27,0.08,26.8
60,04:14:28,0.06,26.81
61,04:14:29,0.08,26.81
62,04:14:30,0.07,26.81
63,04:14:31,0.09,26.81
64,04:14:32,0.08,26.81
65,04:14:33,0.09,26.81
66,04:14:34,0.13,26.83
67,04:14:35,0.11,26.81
68,04:14:36,0.12,26.81
69,04:14:37,0.12,26.81
70,04:14:38,0.08,26.82
71,04:14:39,0.07,26.83
72,04:14:40,0.07,26.84
73,04:14:41,0.07,26.84
74,04:14:42,0.07,26.84
75,04:14:43,0.07,26.85
76,04:14:44,0.08,26.85
77,04:14:45,0.08,26.85
78,04:14:46,0.08,26.86
79,04:14:47,0.11,26.86
80,04:14:48,0.1,26.88
81,04:14:49,0.1,26.87
82,04:14:50,0.09,26.87
83,04:14:51,0.08,26.88
84,04:14:52,0.08,26.88
85,04:14:53,0.06,26.88
86,04:14:54,0.13,26.89
87,04:14:55,0.09,26.89
88,04:14:56,0.09,26.87
89,04:14:57,0.09,26.88
90,04:14:58,0.07,26.89
91,04:14:59,0.1,26.89
92,04:15:00,0.09,26.89
93,04:15:01,0.06,26.9
94,04:15:02,0.07,26.91
95,04:15:03,0.06,26.92
96,04:15:04,0.09,26.91
97,04:15:05,0.09,26.91
98,04:15:06,0.09,26.91
99,04:15:07,0.06,26.92
100,04:15:08,0.06,26.93
101,04:15:09,0.08,26.93
102,04:15:10,0.08,26.94
103,04:15:11,0.07,26.94
104,04:15:12,0.09,26.93
105,04:15:13,0.1,26.93
106,04:15:14,0.08,26.94
107,04:15:15,0.09,26.94
108,04:15:16,0.08,26.94
109,04:15:17,0.07,26.95
110,04:15:18,0.08,26.95
111,04:15:19,0.09,26.96
112,04:15:20,0.1,26.96
113,04:15:21,0.09,26.96
114,04:15:22,0.07,26.96
115,04:15:23,0.08,26.98
116,04:15:24,0.09,26.97
117,04:15:25,0.08,26.97
118,04:15:26,0.08,26.97
119,04:15:27,0.08,26.97
120,04:15:28,0.08,26.98
MFK3006 Log 38,TIME,m/s,°C
1,04:16:57,0.67,26.47
2,04:16:58,0.57,26.47
3,04:16:59,0.59,26.48
4,04:17:00,0.61,26.47
5,04:17:01,0.62,26.46
6,04:17:02,0.61,26.45
7,04:17:03,0.65,26.43
8,04:17:04,0.67,26.4
9,04:17:05,0.72,26.39
10,04:17:06,0.6,26.39
11,04:17:07,0.58,26.39
12,04:17:08,0.55,26.41
13,04:17:09,0.63,26.4
14,04:17:10,0.59,26.39
15,04:17:11,0.59,26.39
16,04:17:12,0.55,26.4
17,04:17:13,0.58,26.38
18,04:17:14,0.53,26.39
19,04:17:15,0.55,26.38
20,04:17:16,0.51,26.37
21,04:17:17,0.62,26.36
22,04:17:18,0.59,26.37
23,04:17:19,0.56,26.36
24,04:17:20,0.54,26.35
25,04:17:21,0.58,26.34
26,04:17:22,0.61,26.33
27,04:17:23,0.69,26.3
28,04:17:24,0.64,26.29
29,04:17:25,0.59,26.3
30,04:17:26,0.6,26.3
31,04:17:27,0.61,26.3
32,04:17:28,0.61,26.29
33,04:17:29,0.58,26.29
34,04:17:30,0.56,26.27
35,04:17:31,0.6,26.27
36,04:17:32,0.53,26.27
37,04:17:33,0.52,26.28
38,04:17:34,0.59,26.28
39,04:17:35,0.62,26.26
40,04:17:36,0.6,26.27
41,04:17:37,0.59,26.25
42,04:17:38,0.58,26.24
43,04:17:39,0.59,26.23
44,04:17:40,0.56,26.25
45,04:17:41,0.66,26.22
46,04:17:42,0.58,26.2
47,04:17:43,0.61,26.2
48,04:17:44,0.63,26.19
49,04:17:45,0.55,26.19
50,04:17:46,0.63,26.18
51,04:17:47,0.57,26.19
52,04:17:48,0.65,26.19
53,04:17:49,0.63,26.2
54,04:17:50,0.61,26.18
55,04:17:51,0.62,26.17
56,04:17:52,0.63,26.17
57,04:17:53,0.57,26.17
58,04:17:54,0.58,26.18
59,04:17:55,0.6,26.17
60,04:17:56,0.59,26.17
61,04:17:57,0.54,26.18
62,04:17:58,0.57,26.17
63,04:17:59,0.56,26.16
64,04:18:00,0.58,26.16
65,04:18:01,0.52,26.18
66,04:18:02,0.6,26.16
67,04:18:03,0.53,26.16
68,04:18:04,0.5,26.17
69,04:18:05,0.47,26.17
70,04:18:06,0.53,26.16
71,04:18:07,0.58,26.14
72,04:18:08,0.52,26.15
73,04:18:09,0.68,26.14
74,04:18:10,0.55,26.14
75,04:18:11,0.63,26.11
76,04:18:12,0.58,26.12
77,04:18:13,0.58,26.12
78,04:18:14,0.66,26.11
79,04:18:15,0.58,26.11
80,04:18:16,0.59,26.11
81,04:18:17,0.59,26.11
82,04:18:18,0.63,26.1
83,04:18:19,0.61,26.09
84,04:18:20,0.56,26.1
85,04:18:21,0.52,26.1
86,04:18:22,0.55,26.12
87,04:18:23,0.6,26.11
88,04:18:24,0.49,26.1
89,04:18:25,0.49,26.12
90,04:18:26,0.57,26.11
91,04:18:27,0.6,26.1
92,04:18:28,0.59,26.11
93,04:18:29,0.55,26.1
94,04:18:30,0.56,26.1
95,04:18:31,0.57,26.09
96,04:18:32,0.57,26.09
97,04:18:33,0.47,26.09
98,04:18:34,0.51,26.1
99,04:18:35,0.49,26.09
100,04:18:36,0.56,26.1
101,04:18:37,0.51,26.1
102,04:18:38,0.59,26.1
103,04:18:39,0.58,26.08
104,04:18:40,0.67,26.07
105,04:18:41,0.6,26.06
106,04:18:42,0.6,26.06
107,04:18:43,0.65,26.06
108,04:18:44,0.58,26.06
109,04:18:45,0.66,26.05
110,04:18:46,0.57,26.06
111,04:18:47,0.65,26.06
112,04:18:48,0.61,26.04
113,04:18:49,0.66,26.05
114,04:18:50,0.65,26.04
115,04:18:51,0.59,26.04
116,04:18:52,0.63,26.05
117,04:18:53,0.59,26.05
118,04:18:54,0.55,26.05
119,04:18:55,0.58,26.05
120,04:18:56,0.58,26.06
MFK3006 Log 39,TIME,m/s,°C
1,04:19:47,0.75,25.96
2,04:19:48,0.69,25.97
3,04:19:49,0.76,25.96
4,04:19:50,0.72,25.96
5,04:19:51,0.73,25.95
6,04:19:52,0.76,25.95
7,04:19:53,0.79,25.93
8,04:19:54,0.72,25.94
9,04:19:55,0.77,25.94
10,04:19:56,0.76,25.93
11,04:19:57,0.83,25.93
12,04:19:58,0.66,25.94
13,04:19:59,0.69,25.95
14,04:20:00,0.75,25.95
15,04:20:01,0.84,25.94
16,04:20:02,0.73,25.94
17,04:20:03,0.74,25.95
18,04:20:04,0.75,25.95
19,04:20:05,0.66,25.95
20,04:20:06,0.75,25.94
21,04:20:07,0.69,25.94
22,04:20:08,0.78,25.94
23,04:20:09,0.71,25.94
24,04:20:10,0.68,25.94
25,04:20:11,0.73,25.94
26,04:20:12,0.66,25.94
27,04:20:13,0.71,25.94
28,04:20:14,0.57,25.95
29,04:20:15,0.78,25.94
30,04:20:16,0.71,25.94
31,04:20:17,0.75,25.94
32,04:20:18,0.79,25.93
33,04:20:19,0.75,25.94
34,04:20:20,0.71,25.93
35,04:20:21,0.76,25.93
36,04:20:22,0.69,25.93
37,04:20:23,0.73,25.93
38,04:20:24,0.68,25.93
39,04:20:25,0.66,25.93
40,04:20:26,0.71,25.93
41,04:20:27,0.68,25.93
42,04:20:28,0.62,25.95
43,04:20:29,0.69,25.94
44,04:20:30,0.77,25.93
45,04:20:31,0.82,25.93
46,04:20:32,0.79,25.92
47,04:20:33,0.73,25.93
48,04:20:34,0.7,25.93
49,04:20:35,0.68,25.93
50,04:20:36,0.78,25.94
51,04:20:37,0.75,25.93
52,04:20:38,0.9,25.92
53,04:20:39,0.8,25.93
54,04:20:40,0.69,25.93
55,04:20:41,0.62,25.93
56,04:20:42,0.65,25.94
57,04:20:43,0.7,25.94
58,04:20:44,0.63,25.94
59,04:20:45,0.7,25.93
60,04:20:46,0.73,25.93
61,04:20:47,0.63,25.93
62,04:20:48,0.68,25.93
63,04:20:49,0.74,25.93
64,04:20:50,0.71,25.92
65,04:20:51,0.7,25.92
66,04:20:52,0.64,25.93
67,04:20:53,0.66,25.92
68,04:20:54,0.63,25.92
69,04:20:55,0.58,25.93
70,04:20:56,0.58,25.92
71,04:20:57,0.63,25.92
72,04:20:58,0.58,25.92
73,04:20:59,0.62,25.92
74,04:21:00,0.68,25.91
75,04:21:01,0.62,25.91
76,04:21:02,0.65,25.91
77,04:21:03,0.63,25.92
78,04:21:04,0.74,25.91
79,04:21:05,0.64,25.92
80,04:21:06,0.64,25.92
81,04:21:07,0.67,25.92
82,04:21:08,0.69,25.92
83,04:21:09,0.74,25.91
84,04:21:10,0.79,25.91
85,04:21:11,0.67,25.92
86,04:21:12,0.72,25.91
87,04:21:13,0.71,25.92
88,04:21:14,0.73,25.91
89,04:21:15,0.79,25.9
90,04:21:16,0.69,25.91
91,04:21:17,0.62,25.91
92,04:21:18,0.76,25.9
93,04:21:19,0.75,25.9
94,04:21:20,0.69,25.9
95,04:21:21,0.74,25.9
96,04:21:22,0.7,25.91
97,04:21:23,0.62,25.9
98,04:21:24,0.73,25.9
99,04:21:25,0.8,25.9
100,04:21:26,0.79,25.9
101,04:21:27,0.78,25.9
102,04:21:28,0.73,25.9
103,04:21:29,0.78,25.9
104,04:21:30,0.79,25.9
105,04:21:31,0.73,25.9
106,04:21:32,0.73,25.9
107,04:21:33,0.7,25.9
108,04:21:34,0.7,25.91
109,04:21:35,0.57,25.9
110,04:21:36,0.65,25.91
111,04:21:37,0.77,25.9
112,04:21:38,0.84,25.9
113,04:21:39,0.74,25.9
114,04:21:40,0.68,25.9
115,04:21:41,0.68,25.89
116,04:21:42,0.7,25.9
117,04:21:43,0.74,25.9
118,04:21:44,0.79,25.9
119,04:21:45,0.7,25.91
120,04:21:46,0.78,25.92
MFK3006 Log 40,TIME,m/s,°C
1,04:22:53,0.63,26.04
2,04:22:54,0.66,26
3,04:22:55,0.67,25.99
4,04:22:56,0.65,25.97
5,04:22:57,0.65,25.96
6,04:22:58,0.65,25.95
7,04:22:59,0.65,25.94
8,04:23:00,0.58,25.94
9,04:23:01,0.59,25.93
10,04:23:02,0.67,25.93
11,04:23:03,0.69,25.92
12,04:23:04,0.74,25.92
13,04:23:05,0.79,25.92
14,04:23:06,0.73,25.92
15,04:23:07,0.69,25.93
16,04:23:08,0.62,25.93
17,04:23:09,0.67,25.93
18,04:23:10,0.64,25.93
19,04:23:11,0.6,25.92
20,04:23:12,0.62,25.92
21,04:23:13,0.67,25.9
22,04:23:14,0.74,25.9
23,04:23:15,0.73,25.9
24,04:23:16,0.72,25.89
25,04:23:17,0.63,25.89
26,04:23:18,0.7,25.89
27,04:23:19,0.6,25.89
28,04:23:20,0.62,25.89
29,04:23:21,0.72,25.89
30,04:23:22,0.69,25.9
31,04:23:23,0.67,25.9
32,04:23:24,0.61,25.91
33,04:23:25,0.76,25.91
34,04:23:26,0.76,25.92
35,04:23:27,0.56,25.93
36,04:23:28,0.72,25.93
37,04:23:29,0.7,25.93
38,04:23:30,0.77,25.93
39,04:23:31,0.67,25.94
40,04:23:32,0.74,25.94
41,04:23:33,0.7,25.94
42,04:23:34,0.65,25.95
43,04:23:35,0.7,25.95
44,04:23:36,0.62,25.95
45,04:23:37,0.66,25.96
46,04:23:38,0.58,25.96
47,04:23:39,0.68,25.95
48,04:23:40,0.74,25.95
49,04:23:41,0.74,25.95
50,04:23:42,0.71,25.95
51,04:23:43,0.66,25.95
52,04:23:44,0.73,25.95
53,04:23:45,0.66,25.95
54,04:23:46,0.74,25.95
55,04:23:47,0.59,25.95
56,04:23:48,0.56,25.95
57,04:23:49,0.68,25.96
58,04:23:50,0.64,25.97
59,04:23:51,0.7,25.97
60,04:23:52,0.8,25.97
61,04:23:53,0.61,25.98
62,04:23:54,0.64,25.98
63,04:23:55,0.68,25.97
64,04:23:56,0.72,25.97
65,04:23:57,0.65,25.96
66,04:23:58,0.67,25.96
67,04:23:59,0.71,25.96
68,04:24:00,0.72,25.95
69,04:24:01,0.66,25.95
70,04:24:02,0.61,25.96
71,04:24:03,0.65,25.96
72,04:24:04,0.64,25.97
73,04:24:05,0.64,25.96
74,04:24:06,0.69,25.96
75,04:24:07,0.73,25.96
76,04:24:08,0.7,25.96
77,04:24:09,0.66,25.96
78,04:24:10,0.73,25.97
79,04:24:11,0.75,25.97
80,04:24:12,0.68,25.97
81,04:24:13,0.75,25.97
82,04:24:14,0.74,25.96
83,04:24:15,0.79,25.96
84,04:24:16,0.77,25.96
85,04:24:17,0.68,25.96
86,04:24:18,0.7,25.96
87,04:24:19,0.61,25.97
88,04:24:20,0.73,25.97
89,04:24:21,0.65,25.98
90,04:24:22,0.64,25.98
91,04:24:23,0.67,25.98
92,04:24:24,0.73,25.98
93,04:24:25,0.66,25.99
94,04:24:26,0.65,26
95,04:24:27,0.65,26.01
96,04:24:28,0.73,26.01
97,04:24:29,0.65,26.02
98,04:24:30,0.67,26.03
99,04:24:31,0.67,26.03
100,04:24:32,0.73,26.02
101,04:24:33,0.62,26.03
102,04:24:34,0.68,26.03
103,04:24:35,0.69,26.04
104,04:24:36,0.67,26.05
105,04:24:37,0.62,26.05
106,04:24:38,0.75,26.05
107,04:24:39,0.8,26.06
108,04:24:40,0.71,26.05
109,04:24:41,0.66,26.05
110,04:24:42,0.68,26.05
111,04:24:43,0.69,26.06
112,04:24:44,0.75,26.07
113,04:24:45,0.62,26.06
114,04:24:46,0.61,26.07
115,04:24:47,0.72,26.07
116,04:24:48,0.62,26.07
117,04:24:49,0.71,26.07
118,04:24:50,0.71,26.07
119,04:24:51,0.72,26.07
120,04:24:52,0.66,26.06
MFK3006 Log 41,TIME,m/s,°C
1,04:25:49,0.64,25.95
2,04:25:50,0.6,25.96
3,04:25:51,0.58,25.94
4,04:25:52,0.63,25.93
5,04:25:53,0.68,25.92
6,04:25:54,0.6,25.92
7,04:25:55,0.57,25.92
8,04:25:56,0.52,25.92
9,04:25:57,0.67,25.92
10,04:25:58,0.6,25.91
11,04:25:59,0.67,25.91
12,04:26:00,0.5,25.9
13,04:26:01,0.62,25.9
14,04:26:02,0.56,25.9
15,04:26:03,0.66,25.89
16,04:26:04,0.53,25.9
17,04:26:05,0.59,25.9
18,04:26:06,0.6,25.9
19,04:26:07,0.6,25.9
20,04:26:08,0.5,25.91
21,04:26:09,0.66,25.9
22,04:26:10,0.49,25.9
23,04:26:11,0.59,25.9
24,04:26:12,0.64,25.9
25,04:26:13,0.62,25.9
26,04:26:14,0.62,25.9
27,04:26:15,0.54,25.91
28,04:26:16,0.56,25.91
29,04:26:17,0.64,25.91
30,04:26:18,0.65,25.91
31,04:26:19,0.58,25.91
32,04:26:20,0.64,25.91
33,04:26:21,0.59,25.91
34,04:26:22,0.63,25.91
35,04:26:23,0.66,25.91
36,04:26:24,0.53,25.91
37,04:26:25,0.55,25.91
38,04:26:26,0.5,25.92
39,04:26:27,0.6,25.92
40,04:26:28,0.64,25.91
41,04:26:29,0.61,25.9
42,04:26:30,0.46,25.91
43,04:26:31,0.61,25.91
44,04:26:32,0.66,25.9
45,04:26:33,0.56,25.9
46,04:26:34,0.58,25.9
47,04:26:35,0.57,25.9
48,04:26:36,0.57,25.9
49,04:26:37,0.64,25.9
50,04:26:38,0.64,25.89
51,04:26:39,0.66,25.88
52,04:26:40,0.58,25.89
53,04:26:41,0.54,25.88
54,04:26:42,0.64,25.88
55,04:26:43,0.55,25.89
56,04:26:44,0.62,25.89
57,04:26:45,0.58,25.89
58,04:26:46,0.57,25.88
59,04:26:47,0.63,25.87
60,04:26:48,0.62,25.88
61,04:26:49,0.55,25.87
62,04:26:50,0.62,25.87
63,04:26:51,0.68,25.87
64,04:26:52,0.53,25.87
65,04:26:53,0.54,25.87
66,04:26:54,0.63,25.87
67,04:26:55,0.63,25.87
68,04:26:56,0.57,25.87
69,04:26:57,0.56,25.87
70,04:26:58,0.64,25.87
71,04:26:59,0.61,25.87
72,04:27:00,0.61,25.87
73,04:27:01,0.52,25.88
74,04:27:02,0.52,25.88
75,04:27:03,0.61,25.88
76,04:27:04,0.68,25.89
77,04:27:05,0.65,25.89
78,04:27:06,0.59,25.9
79,04:27:07,0.57,25.9
80,04:27:08,0.53,25.91
81,04:27:09,0.6,25.92
82,04:27:10,0.59,25.93
83,04:27:11,0.67,25.93
84,04:27:12,0.68,25.94
85,04:27:13,0.55,25.94
86,04:27:14,0.63,25.95
87,04:27:15,0.65,25.95
88,04:27:16,0.57,25.96
89,04:27:17,0.63,25.98
90,04:27:18,0.58,25.96
91,04:27:19,0.52,25.96
92,04:27:20,0.63,25.98
93,04:27:21,0.57,25.99
94,04:27:22,0.61,26.02
95,04:27:23,0.61,26.03
96,04:27:24,0.67,26.01
